name,company,year,Price,kms_driven,fuel_type
Hyundai i20 Magna,Hyundai,2011,"240,000","42,000 kms",Petrol
Chevrolet Beat Diesel,Chevrolet,2016,"179,999","19,336 kms",Diesel
Tata Indica eV2 LS,Tata,2015,"140,000","60,105 kms",Diesel
Jaguar XF 2.2 Diesel Luxury,Jaguar,2013,"2,190,000","29,000 kms",Diesel
Audi Q5 2.0 TDI quattro Premium Plus,Audi,2014,"2,390,000","34,000 kms",Diesel
BMW 3 Series 320d Sedan,BMW,2011,"1,075,000","35,000 kms",Diesel
Maruti Suzuki Swift ZXi 1.2 BS IV,Maruti,2015,"475,000","22,000 kms",Petrol
BMW X1 sDrive20d,BMW,2012,"1,025,000","41,000 kms",Diesel
Maruti Suzuki S Cross Sigma 1.3,Maruti,2016,"615,000","21,000 kms",Diesel
Maruti Suzuki Ertiga LDi,Maruti,2013,"475,000","48,000 kms",Diesel
Maruti Suzuki Alto K10 VXi AMT,Maruti,2016,"270,000","38,000 kms",Petrol
Honda City SV,Honda,2014,"475,000","34,000 kms",Diesel
Volkswagen Vento Comfortline Petrol,Volkswagen,2011,"240,000","45,933 kms",Petrol
Honda City 1.5 EXi New,Honda,2005,"120,000","68,000 kms",Petrol
Audi A4 2.0 TDI 177bhp Premium,Audi,2016,"1,900,000","44,000 kms",Diesel
Mahindra KUV100,Mahindra,2017,"360,000","35,000 kms",Diesel
Tata Zest XE 75 PS Diesel,Tata,2018,"450,000","1,02,563 kms",Diesel
Mahindra XUV500 W8,Mahindra,2015,"900,000","28,600 kms",Diesel
Maruti Suzuki Swift Dzire Tour VDi,Maruti,2017,"650,000","41,800 kms",Diesel
Tata Sumo Gold LX BS IV,Tata,2014,"275,000","1,16,000 kms",Diesel
Maruti Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2009,"210,000","59,000 kms",Petrol
Mahindra Scorpio 2.6 SLX,Mahindra,2004,"175,000","58,000 kms",Diesel
Maruti Suzuki Omni 8 STR BS III,Maruti,2009,"85,000","45,000 kms",Petrol
Mitsubishi Pajero Sport Limited Edition,Mitsubishi,2015,"1,490,000","42,590 kms",Diesel
Renault Duster,Renault,2014,"800,000","7,400 kms",Diesel
Volkswagen Jetta Comfortline 1.9 TDI AT,Volkswagen,2009,"450,000","54,500 kms",Diesel
Maruti Suzuki Ertiga Vxi,Maruti,2012,"1,000,000","2,00,000 kms",Diesel
Audi A4 2.0 TDI 177bhp Premium,Audi,2013,"1,510,000","27,000 kms",Diesel
Volvo S80 Summum D4,Volvo,2015,"1,850,000","42,000 kms",Diesel
Toyota Corolla Altis VL AT Petrol,Toyota,2014,"790,000","29,000 kms",Petrol
Mitsubishi Pajero Sport 2.5 AT,Mitsubishi,2015,"1,725,000","37,000 kms",Diesel
Chevrolet Beat LT Petrol,Chevrolet,2012,"135,000","36,000 kms",Petrol
BMW X1,BMW,2011,"1,000,000","34,000 kms",Diesel
Datsun Redi GO S,Datsun,2018,"299,999","7,000 kms",Petrol
Mercedes Benz C Class C 220 CDI Avantgarde,Mercedes,2009,"1,225,000","76,000 kms",Diesel
Mahindra Scorpio SLX,Mahindra,2004,"175,000","60,000 kms",Diesel
Volkswagen Vento Comfortline Diesel,Volkswagen,2011,"200,000","95,000 kms",Diesel
Tata Indigo CS GLS,Tata,2017,"270,000","50,000 kms",Diesel
Ford Figo Petrol Titanium,Ford,2019,"525,000",00 kms,Petrol
Honda City ZX GXi,Honda,2006,"180,000","50,000 kms",Petrol
Maruti Suzuki Wagon R Duo Lxi,Maruti,2008,"140,000","68,000 kms",Petrol
Ford EcoSport Trend 1.5L TDCi,Ford,2014,"400,000","16,000 kms",Petrol
Maruti Suzuki Swift Dzire VDi,Maruti,2016,"499,000","51,000 kms",Diesel
Maruti Suzuki Omni 8 STR BS III,Maruti,2009,"85,000","56,000 kms",Petrol
Maruti Suzuki Zen LX BSII,Maruti,2004,"70,000","1,00,000 kms",Petrol
Renault Duster RxL Petrol,Renault,2015,"550,000","36,000 kms",Petrol
Maruti Suzuki Swift VXi 1.2 BS IV,Maruti,2014,"370,000","11,523 kms",Petrol
Maruti Suzuki Baleno Zeta 1.2,Maruti,2018,"690,000","1,000 kms",Petrol
Honda WR V S MT Petrol,Honda,2009,"250,000","60,000 kms",Petrol
Tata Indigo CS eLX BS IV,Tata,2016,"110,000","85,000 kms",Diesel
Renault Duster 110 PS RxL Diesel,Renault,2013,"490,000","38,600 kms",Diesel
Mahindra Scorpio LX BS III,Mahindra,2009,"320,000","95,500 kms",Diesel
Maruti Suzuki Zen LXi BS III,Maruti,2004,"68,000","56,000 kms",Petrol
Maruti Suzuki Wagon R LXi BS III,Maruti,2014,"130,000","37,458 kms",Petrol
Maruti Suzuki SX4 Celebration Diesel,Maruti,2016,"970,000","85,960 kms",Diesel
Audi A3 Cabriolet 40 TFSI,Audi,2015,"3,100,000","12,516 kms",Petrol
Hyundai Eon D Lite Plus,Hyundai,2018,"280,000","35,000 kms",Petrol
Maruti Suzuki Zen Estilo LXI Green CNG,Maruti,2009,"125,000",00 kms,Petrol
Mahindra Scorpio SLX,Mahindra,2008,"285,000","80,000 kms",Diesel
Bugati Divo,Bugati,2017,"291,475,000","40,000 kms",Diesel
Hyundai Santro AE GLS Audio,Hyundai,2011,"165,000","45,000 kms",Petrol
Bugatti Veyron,Bugatti,2019,"89,320,000","29,000 kms",Petrol
Maruti Suzuki Swift Dzire Tour VDi,Maruti,2009,"250,000","51,000 kms",Diesel
Mahindra Scorpio S4,Mahindra,2015,"865,000","30,000 kms",Diesel
Bentley flying spur,Bentley,2014,"23,370,000","50,000 kms",Diesel
Mahindra Xylo D2 BS IV,Mahindra,2011,"390,000","48,000 kms",Diesel
Hyundai Santro,Hyundai,2003,"60,000","51,000 kms",Petrol
Chevrolet Beat LT Diesel,Chevrolet,2015,"215,000","90,000 kms",Diesel
Maruti Suzuki Swift Dzire VDi,Maruti,2015,"475,000","43,000 kms",Diesel
Mahindra XUV500 W8,Mahindra,2015,"899,000","53,000 kms",Diesel
Toyota Fortuner 3.0 4x4 MT,Toyota,2013,"1,499,000","97,000 kms",Diesel
Maruti Suzuki Alto K10 VXi,Maruti,2013,"240,000","20,000 kms",Petrol
Hyundai Getz GLE,Hyundai,2007,"99,000","55,000 kms",Petrol
Maruti Suzuki Swift Dzire Tour LDi,Maruti,2014,"260,000","1,20,000 kms",Diesel
Hyundai Creta 1.6 SX,Hyundai,2019,"1,200,000",0 kms,Petrol
Hyundai Santro Xing XL AT eRLX Euro III,Hyundai,2007,"115,000","46,000 kms",Petrol
Hyundai Santro Xing XL eRLX Euro III,Hyundai,2009,"88,000","43,200 kms",Petrol
Mahindra Xylo D2 BS IV,Mahindra,2011,"390,000","56,000 kms",Diesel
Hyundai Santro Xing XL eRLX Euro III,Hyundai,2007,"135,000","42,000 kms",Petrol
Tata Indica V2 DLS BS III,Tata,2009,"90,000","30,600 kms",Diesel
Hyundai i10 Sportz 1.2,Hyundai,2011,"220,000","38,000 kms",Petrol
Hyundai Grand i10 Magna 1.2 Kappa VTVT,Hyundai,2017,"424,999","2,550 kms",Petrol
Hyundai Santro Xing XL AT eRLX Euro III,Hyundai,2007,"135,000","47,000 kms",Petrol
Honda City 1.5 E MT,Honda,2005,"95,000","41,000 kms",Petrol
Nissan Micra XL,Nissan,2017,"430,000","62,500 kms",Diesel
Honda City 1.5 S Inspire,Honda,2005,"115,000","68,000 kms",Petrol
Maruti Suzuki Alto 800 Lxi,Maruti,2015,"215,000","50,000 kms",Petrol
Maruti Suzuki Wagon R LX BS III,Maruti,2004,"53,000","69,000 kms",Petrol
Maruti Suzuki Ertiga VDi,Maruti,2012,"500,000","48,000 kms",Diesel
Tata Indica eV2 eXeta eGLX,Tata,2012,"85,000","55,000 kms",Diesel
Maruti Suzuki Omni E 8 STR BS IV,Maruti,2013,"165,000","25,000 kms",Petrol
Hyundai Eon Era Plus,Hyundai,2014,"200,000","28,400 kms",Petrol
Hyundai Eon,Hyundai,2014,"200,000","28,000 kms",Petrol
Maruti Suzuki Swift LDi,Maruti,2015,"425,000","42,000 kms",Diesel
Jaguar XE,Jaguar,2017,"36,650,000","10,000 kms",Diesel
Hyundai Verna 1.6 CRDI SX Plus AT,Hyundai,2012,"600,000","29,000 kms",Diesel
Chevrolet Tavera LS B3 10 Seats BSII,Chevrolet,2005,"130,000","68,485 kms",Diesel
Tata Tiago Revotron XM,Tata,2018,"430,000","3,500 kms",Petrol
Tata Tiago Revotorq XZ,Tata,2019,"568,500",0 kms,Petrol
Tata Nexon,Tata,2019,"888,000",1000 kms,Petrol
Porsche 911,Porsche,2016,"9,999,000","10,000 kms",Diesel
Maruti Suzuki Zen LXi BS III,Maruti,2006,"71,000","32,000 kms",Petrol
Mahindra KUV100 K8 D 6 STR,Mahindra,2018,"560,000","8,000 kms",Diesel
Ford EcoSport Titanium 1.5 TDCi,Ford,2014,"590,000","34,000 kms",Diesel
Hindustan Motors Ambassador Classic Mark 4 â€“ Befo,Hindustan,1995,"750,000","37,000 kms",Petrol
Ford Fusion 1.4 TDCi Diesel,Ford,2007,"125,000","85,455 kms",Diesel
Hyundai Santro Xing XL AT eRLX Euro III,Hyundai,2007,"135,000","46,000 kms",Petrol
Hyundai Santro,Hyundai,2002,"60,000","47,000 kms",Petrol
Fiat Linea Emotion 1.4 L T Jet Petrol,Fiat,2009,"120,000","64,000 kms",Petrol
Ford Ikon 1.3 Flair Josh 100,Ford,2008,"95,000","46,000 kms",Petrol
Maruti Suzuki Omni E 8 STR BS IV,Maruti,2017,"240,000","8,000 kms",Petrol
Tata Indica V2 LS,Tata,2012,"115,000","64,000 kms",Diesel
Mahindra Scorpio S4,Mahindra,2015,"795,000","63,000 kms",Diesel
Hyundai Santro Xing XL eRLX Euro III,Hyundai,2007,"55,000","65,000 kms",Petrol
Mahindra Xylo D2,Mahindra,2009,"300,000","62,000 kms",Diesel
Hyundai Grand i10 Asta 1.2 Kappa VTVT,Hyundai,2014,"320,000","41,000 kms",Petrol
Maruti Suzuki Alto 800 Lxi,Maruti,2015,"265,000","14,000 kms",Petrol
Toyota Corolla,Toyota,2006,"160,000","40,000 kms",Petrol
Hyundai Eon Magna,Hyundai,2017,"300,000","1,600 kms",Petrol
Tata Sumo Grande MKII GX,Tata,2010,"130,000","90,000 kms",Diesel
Maruti Suzuki Swift VDi,Maruti,2011,"250,000","58,000 kms",Diesel
Volkswagen Polo Highline1.2L P,Volkswagen,2013,"380,000","27,000 kms",Petrol
Maruti Suzuki Alto 800 Lx,Maruti,2003,"42,000","60,000 kms",Petrol
Tata Tiago Revotron XZ,Tata,2017,"400,000","31,000 kms",Petrol
Maruti Suzuki Swift LDi,Maruti,2009,"120,000","90,000 kms",Diesel
Maruti Suzuki Swift VDi,Maruti,2009,"120,000","90,000 kms",Diesel
Tata Indigo eCS,Tata,2016,"130,000","1,50,000 kms",Diesel
Chevrolet Beat LS Diesel,Chevrolet,2014,"189,000","31,000 kms",Diesel
2012 Tata Sumo Gold f,2012,sell,"250,000",,
Mahindra Xylo E8 BS IV,Mahindra,2011,"365,000","43,000 kms",Diesel
Hyundai Eon D Lite Plus,Hyundai,2013,"170,000","20,000 kms",Petrol
Well mentained Tata Sumo,Well,d Ex,"380,000",,
all paper updated tata indica v2 and u,all,n...,"145,000",,
Maruti Ertiga showroom condition with,Maruti,e...,"480,000",,
7 SEATER MAHINDRA BOLERO IN VERY GOOD,7,D...,Ask For Price,,
9 SEATER MAHINDRA BOL,9,", Ac",Ask For Price,,
scratch less Tata I,scratch,go .,"140,000",,
Maruti Suzuki swift dzire for sale in,Maruti,d...,"360,000",,
Commercial Chevrolet beat for sale in,Commercial,k...,"180,000",,
urgent sell my Mahindra qu,urgent,o c4,"350,000",,
Tata Sumo Gold FX BSIII,Tata,2013,"215,000","1,00,000 kms",Petrol
sell my car Maruti Suzuki Swif,sell,zire,"300,000",,
Maruti Suzuki Swift Dzire good car fo,Maruti,o...,"310,000",,
Hyunda,Hyundai,cent,Ask For Price,,
Commercial Maruti Suzuki Alto Lxi 800,Commercial,...,Ask For Price,,
Aston Martin DBX,AstonMartin,2018,"23,220,000","13,000 kms",Diesel
Maruti Suzuki Alto vxi t,Maruti,2019,"95,000","12,000 kms",Petrol
Maserati MC 20,Maserati,2016,"33,000,000","24,000 kms",Diesel
Tesla Model X,Tesla,2019,"11,110,000","20,000 kms",Petrol
Tata Nano,Tata,2013,"60,000","7,000 kms",Petrol
Hyundai Elite i20,Hyundai,2017,"599,999","31,000 kms",Petrol
Hyundai i10 Magna 1.2 Kappa2,Hyundai,2009,"400,000","33,000 kms",Petrol
Hyundai Creta,Hyundai,2016,"900,000","60,000 kms",Diesel
Volkswagen Polo,Volkswagen,2013,"299,999","48,000 kms",Diesel
Maruti Suzuki Dzire,Maruti,2014,"374,999","33,000 kms",Petrol
Tata Bolt XM Petrol,Tata,2015,"600,000","15,000 kms",Petrol
Maruti Suzuki Alto 800 Lx,Maruti,2005,"70,000","47,000 kms",Petrol
Maruti Suzuki Alto,Maruti,2005,"100,000","40,000 kms",Petrol
Hyundai Venue,Hyundai,2019,"450,000","7,000 kms",Diesel
Maruti Suzuki Ritz,Maruti,2010,"150,000","38,000 kms",Diesel
Maruti Suzuki Alto 800 Lxi,Maruti,2017,"225,000","12,500 kms",Petrol
Maruti Suzuki Dzire,Maruti,2009,"210,000","42,000 kms",Petrol
Renault Lodgy,Renault,2016,"610,000","20,000 kms",Diesel
Hyundai i20 Asta,Hyundai,2014,"425,000","31,000 kms",Petrol
Maruti Suzuki Swift Select Variant,Maruti,2008,"162,000","60,000 kms",Diesel
Tata Indica V2 DLX BS III,Tata,2005,"60,000","80,000 kms",Diesel
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Mahindra,2014,"650,000","77,000 kms",Diesel
Toyota Innova 2.5 E 8 STR,Toyota,2012,"750,000","75,000 kms",Diesel
Mahindra Xylo E8,Mahindra,2010,"375,000","40,000 kms",Diesel
Hyundai i20 Magna 1.2,Hyundai,2011,"230,000","47,000 kms",Petrol
Maruti Suzuki Omni,Maruti,2000,"35,999","60,000 kms",Petrol
Mahindra KUV100,Mahindra,2016,"380,000","26,500 kms",Petrol
Mahindra KUV100 K8 6 STR,Mahindra,2019,"560,000","2,875 kms",Petrol
Datsun Go Plus,Datsun,2016,"285,000","13,900 kms",Petrol
Ford Endeavor 4x4 Thunder Plus,Ford,2019,"2,900,000","9,000 kms",Diesel
Tata Indica V2,Tata,2005,"39,999","80,000 kms",Diesel
Hyundai Santro Xing GL,Hyundai,2006,"85,000","60,000 kms",Petrol
Maruti Suzuki Wagon R 1.0 VXi,Maruti,2016,"395,000","20,000 kms",Petrol
Maruti Suzuki Swift Select Variant,Maruti,2008,"175,000","58,000 kms",Diesel
Maruti Suzuki Alto 800 Lx,Maruti,2019,"400,000","1,500 kms",Petrol
Toyota Innova 2.5 Z Diesel 7 Seater,Toyota,2011,"750,000","75,000 kms",Diesel
Tesla Cybertruck,Tesla,2016,"7,170,000","10,000 kms",Diesel
Maruti Suzuki Alto 800,Maruti,2016,"250,000","2,450 kms",Petrol
Maruti Suzuki Alto AX,Maruti,2019,"425,000","1,625 kms",Petrol
Maruti Suzuki Alto 800 Lx,Maruti,2019,"600,000","1,500 kms",Petrol
Volkswagen Polo Highline1.2L P,Volkswagen,2017,"525,000","45,000 kms",Petrol
Mahindra Logan,Mahindra,2009,"130,000","65,000 kms",Diesel
Maruti Suzuki 800 Std BS III,Maruti,2000,"30,000","33,400 kms",Petrol
Mahindra Scorpio,Mahindra,2011,"475,000","60,123 kms",Diesel
Chevrolet Sail 1.2 LS,Chevrolet,2013,"300,000","28,000 kms",Petrol
Rolls Royce wraith,RollRoyce,2015,"50,000,000","38,900 kms",Diesel
Hyundai Santro AE GLS Audio,Hyundai,2003,"60,000","70,000 kms",Petrol
Maruti Suzuki Wagon R VXi Minor,Maruti,2006,"100,000","7,000 kms",Petrol
Hyundai Eon,Hyundai,2018,"260,000","25,000 kms",Petrol
Tata Manza,Tata,2015,"100,000","1,00,000 kms",Diesel
Rolls Royce Phantom,RollRoyce,2019,"60,000,000","4,000 kms",Diesel
Toyota Etios G,Toyota,2013,"265,000","42,000 kms",Petrol
Hyundai Getz Prime 1.3 GLX,Hyundai,2009,"115,000","20,000 kms",Petrol
Toyota Qualis,Toyota,2003,"180,000","1,00,000 kms",Diesel
Hyundai Santro Xing,Hyundai,2004,"45,000","1,37,495 kms",Petrol
Tata Indica eV2 LS,Tata,2016,"50,500","91,200 kms",Diesel
Honda City 1.5 S MT,Honda,2009,"270,000","55,000 kms",Petrol
Tata Zest XE 75 PS Diesel,Tata,2017,"290,000","1,20,000 kms",Diesel
Mahindra Quanto C4,Mahindra,2013,"325,000","63,000 kms",Diesel
Tata Indigo eCS LX CR4 BS IV,Tata,2016,"160,000","1,04,000 kms",Diesel
Maruti Suzuki Swift Dzire,Maruti,2016,"350,000","1,46,000 kms",Diesel
Hyundai Elite i20,Hyundai,2011,"290,000","40,000 kms",Petrol
Hyundai i20 Select Variant,Hyundai,2011,"290,000","40,000 kms",Petrol
Chevrolet Tavera Neo,Chevrolet,2007,"465,000","1,00,800 kms",Diesel
Maruti Suzuki Dzire,Maruti,2016,"325,000","1,50,000 kms",Diesel
Hyundai Elite i20,Hyundai,2018,"510,000","2,100 kms",Petrol
Honda City VX Petrol,Honda,2016,"860,000","95,000 kms",Petrol
Maruti Suzuki Dzire,Maruti,2016,"450,000","2,500 kms",Diesel
Hyundai Getz,Hyundai,2006,"125,000","80,000 kms",Petrol
Mercedes Benz C Class 200 K MT,Mercedes,2006,"500,001","15,000 kms",Petrol
Maruti Suzuki Alto LXi BS III,Maruti,2005,"95,000","65,000 kms",Petrol
Maruti Suzuki Swift Dzire Tour VDi,Maruti,2009,"250,000","51,000 kms",Diesel
Skoda Fabia,Skoda,2009,"110,000","45,000 kms",Petrol
Rolls Royce Dawn,RollRoyce,2015,"43,400,000","70,000 kms",Petrol
Maruti Suzuki Ritz VXI ABS,Maruti,2011,"270,000","50,000 kms",Petrol
Rolls Royce Ghost,RollRoyce,2019,"64,450,000","23,000 kms",Diesel
Tata Indica V2 DLE BS III,Tata,2009,"110,000","30,000 kms",Diesel
Toyota Corolla Altis,Toyota,2009,"300,000","1,32,000 kms",Petrol
Porsche Taycan,Porsche,2018,"28,310,000","12,000 kms",Diesel
Tata Zest XM Diesel,Tata,2018,"260,000","27,000 kms",Diesel
Mahindra Quanto C8,Mahindra,2013,"390,000","40,000 kms",Diesel
Honda Amaze 1.2 E i VTEC,Honda,2014,"480,000","30,000 kms",Petrol
Chevrolet Sail 1.2 LT ABS,Chevrolet,2014,"360,000","30,000 kms",Petrol
